Date;Year;Month;Area;Area.Type;Variable;Variable.Type;Generation (GWh);YoY change (%);YoY change (GWh);Cumul. Generation (GWh);Cumul. YoY change (%);Cumul. YoY change (GWh);;
feb-18;2018;2;Cyprus;EU Country;Wind;Renewables;15;;;36;;;;
feb-18;2018;2;Czech Republic;EU Country;Demand;Demand;5966;;;12148;;;;
feb-18;2018;2;Czech Republic;EU Country;Production;Production;6466;;;13177;;;;
feb-18;2018;2;Czech Republic;EU Country;Net imports;Net imports;-467;;;-952;;;;
feb-18;2018;2;Czech Republic;EU Country;Statistical difference;Statistical difference;-33;;;-77;;;;
feb-18;2018;2;Czech Republic;EU Country;Gas;Fossil;338;;;608;;;;
feb-18;2018;2;Czech Republic;EU Country;Hard Coal;Fossil;405;;;814;;;;
feb-18;2018;2;Czech Republic;EU Country;Lignite;Fossil;2799;;;5730;;;;
feb-18;2018;2;Czech Republic;EU Country;Other fossil;Fossil;236;;;493;;;;
feb-18;2018;2;Czech Republic;EU Country;Bioenergy;Renewables;187;;;398;;;;
feb-18;2018;2;Czech Republic;EU Country;Hydro;Renewables;184;;;383;;;;
feb-18;2018;2;Czech Republic;EU Country;Other renewables;Renewables;183;;;389;;;;
feb-18;2018;2;Czech Republic;EU Country;Solar;Renewables;114;;;156;;;;
feb-18;2018;2;Czech Republic;EU Country;Wind;Renewables;37;;;102;;;;
feb-18;2018;2;Czech Republic;EU Country;Nuclear;Nuclear;1971;;;4082;;;;
feb-18;2018;2;Czech Republic;EU Country;Waste;Waste;12;;;21;;;;
feb-18;2018;2;Denmark;EU Country;Demand;Demand;2906;;;6038;;;;
feb-18;2018;2;Denmark;EU Country;Production;Production;3137;;;6229;;;;
feb-18;2018;2;Denmark;EU Country;Net imports;Net imports;-185;;;-51;;;;
feb-18;2018;2;Denmark;EU Country;Statistical difference;Statistical difference;-45;;;-141;;;;
feb-18;2018;2;Denmark;EU Country;Gas;Fossil;412;;;804;;;;
feb-18;2018;2;Denmark;EU Country;Hard Coal;Fossil;893;;;1579;;;;
feb-18;2018;2;Denmark;EU Country;Other fossil;Fossil;21;;;42;;;;
feb-18;2018;2;Denmark;EU Country;Bioenergy;Renewables;544;;;1084;;;;
feb-18;2018;2;Denmark;EU Country;Solar;Renewables;33;;;47;;;;
feb-18;2018;2;Denmark;EU Country;Wind;Renewables;1136;;;2463;;;;
feb-18;2018;2;Denmark;EU Country;Waste;Waste;97;;;210;;;;
feb-18;2018;2;Estonia;EU Country;Demand;Demand;803;;;1636;;;;
feb-18;2018;2;Estonia;EU Country;Production;Production;915;;;1907;;;;
feb-18;2018;2;Estonia;EU Country;Net imports;Net imports;-111;;;-273;;;;
feb-18;2018;2;Estonia;EU Country;Statistical difference;Statistical difference;-2;;;3;;;;
feb-18;2018;2;Estonia;EU Country;Gas;Fossil;6;;;7;;;;
feb-18;2018;2;Estonia;EU Country;Other fossil;Fossil;808;;;1667;;;;
feb-18;2018;2;Estonia;EU Country;Bioenergy;Renewables;46;;;98;;;;
feb-18;2018;2;Estonia;EU Country;Hydro;Renewables;2;;;4;;;;
feb-18;2018;2;Estonia;EU Country;Other renewables;Renewables;4;;;8;;;;
feb-18;2018;2;Estonia;EU Country;Solar;Renewables;0;;;1;;;;
feb-18;2018;2;Estonia;EU Country;Wind;Renewables;39;;;103;;;;
feb-18;2018;2;Estonia;EU Country;Waste;Waste;10;;;19;;;;
feb-18;2018;2;Finland;EU Country;Demand;Demand;8179;;;16673;;;;
feb-18;2018;2;Finland;EU Country;Production;Production;6856;;;13843;;;;
feb-18;2018;2;Finland;EU Country;Net imports;Net imports;1678;;;3473;;;;
feb-18;2018;2;Finland;EU Country;Statistical difference;Statistical difference;-355;;;-642;;;;
feb-18;2018;2;Finland;EU Country;Gas;Fossil;646;;;1257;;;;
feb-18;2018;2;Finland;EU Country;Hard Coal;Fossil;762;;;1429;;;;
feb-18;2018;2;Finland;EU Country;Other fossil;Fossil;676;;;1244;;;;
feb-18;2018;2;Finland;EU Country;Bioenergy;Renewables;1141;;;2306;;;;
feb-18;2018;2;Finland;EU Country;Hydro;Renewables;1317;;;2717;;;;
feb-18;2018;2;Finland;EU Country;Other renewables;Renewables;27;;;58;;;;
feb-18;2018;2;Finland;EU Country;Wind;Renewables;405;;;858;;;;
feb-18;2018;2;Finland;EU Country;Nuclear;Nuclear;1875;;;3950;;;;
feb-18;2018;2;Finland;EU Country;Waste;Waste;8;;;23;;;;
feb-18;2018;2;France;EU Country;Demand;Demand;49402;;;97079;;;;
feb-18;2018;2;France;EU Country;Production;Production;52146;;;107064;;;;
feb-18;2018;2;France;EU Country;Net imports;Net imports;-2732;;;-9753;;;;
feb-18;2018;2;France;EU Country;Statistical difference;Statistical difference;-11;;;-232;;;;
feb-18;2018;2;France;EU Country;Gas;Fossil;4638;;;7557;;;;
feb-18;2018;2;France;EU Country;Hard Coal;Fossil;999;;;1333;;;;
feb-18;2018;2;France;EU Country;Other fossil;Fossil;247;;;405;;;;
feb-18;2018;2;France;EU Country;Bioenergy;Renewables;342;;;554;;;;
feb-18;2018;2;France;EU Country;Hydro;Renewables;6395;;;12900;;;;
feb-18;2018;2;France;EU Country;Solar;Renewables;488;;;793;;;;
feb-18;2018;2;France;EU Country;Wind;Renewables;2585;;;6236;;;;
feb-18;2018;2;France;EU Country;Nuclear;Nuclear;36290;;;76931;;;;
feb-18;2018;2;France;EU Country;Waste;Waste;162;;;356;;;;
feb-18;2018;2;Germany;EU Country;Demand;Demand;42672;;;88923;;;;
feb-18;2018;2;Germany;EU Country;Production;Production;52387;;;107427;;;;
feb-18;2018;2;Germany;EU Country;Net imports;Net imports;-6253;;;-11760;;;;
feb-18;2018;2;Germany;EU Country;Statistical difference;Statistical difference;-3461;;;-6743;;;;
feb-18;2018;2;Germany;EU Country;Gas;Fossil;8863;;;16564;;;;
feb-18;2018;2;Germany;EU Country;Hard Coal;Fossil;8608;;;14454;;;;
feb-18;2018;2;Germany;EU Country;Lignite;Fossil;11746;;;23373;;;;
feb-18;2018;2;Germany;EU Country;Other fossil;Fossil;1617;;;3282;;;;
feb-18;2018;2;Germany;EU Country;Bioenergy;Renewables;3774;;;7775;;;;
feb-18;2018;2;Germany;EU Country;Hydro;Renewables;1499;;;3311;;;;
feb-18;2018;2;Germany;EU Country;Solar;Renewables;1998;;;2794;;;;
feb-18;2018;2;Germany;EU Country;Wind;Renewables;8169;;;23035;;;;
feb-18;2018;2;Germany;EU Country;Nuclear;Nuclear;6114;;;12839;;;;
feb-18;2018;2;Greece;EU Country;Demand;Demand;4157;;;8874;;;;
feb-18;2018;2;Greece;EU Country;Production;Production;3442;;;7228;;;;
feb-18;2018;2;Greece;EU Country;Net imports;Net imports;571;;;1380;;;;
feb-18;2018;2;Greece;EU Country;Statistical difference;Statistical difference;144;;;266;;;;
feb-18;2018;2;Greece;EU Country;Gas;Fossil;1182;;;2550;;;;
feb-18;2018;2;Greece;EU Country;Lignite;Fossil;1341;;;2929;;;;
feb-18;2018;2;Greece;EU Country;Hydro;Renewables;339;;;538;;;;
feb-18;2018;2;Greece;EU Country;Solar;Renewables;167;;;364;;;;
feb-18;2018;2;Greece;EU Country;Wind;Renewables;413;;;846;;;;
feb-18;2018;2;Hungary;EU Country;Demand;Demand;3639;;;7528;;;;
feb-18;2018;2;Hungary;EU Country;Production;Production;2503;;;5232;;;;
feb-18;2018;2;Hungary;EU Country;Net imports;Net imports;1211;;;2404;;;;
feb-18;2018;2;Hungary;EU Country;Statistical difference;Statistical difference;-75;;;-108;;;;
feb-18;2018;2;Hungary;EU Country;Gas;Fossil;642;;;1338;;;;
feb-18;2018;2;Hungary;EU Country;Lignite;Fossil;361;;;808;;;;
feb-18;2018;2;Hungary;EU Country;Other fossil;Fossil;123;;;212;;;;
feb-18;2018;2;Hungary;EU Country;Bioenergy;Renewables;69;;;147;;;;
feb-18;2018;2;Hungary;EU Country;Hydro;Renewables;15;;;30;;;;
feb-18;2018;2;Hungary;EU Country;Other renewables;Renewables;9;;;18;;;;
feb-18;2018;2;Hungary;EU Country;Solar;Renewables;16;;;31;;;;
feb-18;2018;2;Hungary;EU Country;Wind;Renewables;47;;;104;;;;
feb-18;2018;2;Hungary;EU Country;Nuclear;Nuclear;1210;;;2524;;;;
feb-18;2018;2;Hungary;EU Country;Waste;Waste;11;;;20;;;;
feb-18;2018;2;Ireland;EU Country;Demand;Demand;2431;;;5085;;;;
feb-18;2018;2;Ireland;EU Country;Production;Production;2269;;;4824;;;;
feb-18;2018;2;Ireland;EU Country;Net imports;Net imports;-30;;;-104;;;;
feb-18;2018;2;Ireland;EU Country;Statistical difference;Statistical difference;192;;;366;;;;
feb-18;2018;2;Ireland;EU Country;Gas;Fossil;555;;;1185;;;;
feb-18;2018;2;Ireland;EU Country;Hard Coal;Fossil;376;;;649;;;;
feb-18;2018;2;Ireland;EU Country;Other fossil;Fossil;400;;;791;;;;
feb-18;2018;2;Ireland;EU Country;Hydro;Renewables;105;;;238;;;;
feb-18;2018;2;Ireland;EU Country;Wind;Renewables;834;;;1961;;;;
feb-18;2018;2;Italy;EU Country;Demand;Demand;24314;;;49651;;;;
feb-18;2018;2;Italy;EU Country;Production;Production;21135;;;43231;;;;
feb-18;2018;2;Italy;EU Country;Net imports;Net imports;4410;;;8982;;;;
feb-18;2018;2;Italy;EU Country;Statistical difference;Statistical difference;-1230;;;-2562;;;;
feb-18;2018;2;Italy;EU Country;Gas;Fossil;11768;;;23978;;;;
feb-18;2018;2;Italy;EU Country;Hard Coal;Fossil;2277;;;4571;;;;
feb-18;2018;2;Italy;EU Country;Other fossil;Fossil;253;;;540;;;;
feb-18;2018;2;Italy;EU Country;Bioenergy;Renewables;1355;;;2846;;;;
feb-18;2018;2;Italy;EU Country;Hydro;Renewables;2305;;;4655;;;;
feb-18;2018;2;Italy;EU Country;Other renewables;Renewables;445;;;941;;;;
feb-18;2018;2;Italy;EU Country;Solar;Renewables;989;;;1955;;;;
feb-18;2018;2;Italy;EU Country;Wind;Renewables;1716;;;3687;;;;
feb-18;2018;2;Italy;EU Country;Waste;Waste;27;;;59;;;;
feb-18;2018;2;Latvia;EU Country;Demand;Demand;645;;;1337;;;;
feb-18;2018;2;Latvia;EU Country;Production;Production;721;;;1601;;;;
feb-18;2018;2;Latvia;EU Country;Net imports;Net imports;-72;;;-258;;;;
feb-18;2018;2;Latvia;EU Country;Statistical difference;Statistical difference;-4;;;-7;;;;
feb-18;2018;2;Latvia;EU Country;Gas;Fossil;350;;;571;;;;
feb-18;2018;2;Latvia;EU Country;Other fossil;Fossil;61;;;127;;;;
feb-18;2018;2;Latvia;EU Country;Bioenergy;Renewables;62;;;123;;;;
feb-18;2018;2;Latvia;EU Country;Hydro;Renewables;243;;;763;;;;
feb-18;2018;2;Latvia;EU Country;Wind;Renewables;5;;;17;;;;
feb-18;2018;2;Lithuania;EU Country;Demand;Demand;1031;;;2166;;;;
feb-18;2018;2;Lithuania;EU Country;Production;Production;201;;;497;;;;
feb-18;2018;2;Lithuania;EU Country;Net imports;Net imports;851;;;1698;;;;
feb-18;2018;2;Lithuania;EU Country;Statistical difference;Statistical difference;-21;;;-29;;;;
feb-18;2018;2;Lithuania;EU Country;Gas;Fossil;31;;;66;;;;
feb-18;2018;2;Lithuania;EU Country;Other fossil;Fossil;14;;;29;;;;
feb-18;2018;2;Lithuania;EU Country;Bioenergy;Renewables;34;;;73;;;;
feb-18;2018;2;Lithuania;EU Country;Hydro;Renewables;50;;;103;;;;
feb-18;2018;2;Lithuania;EU Country;Solar;Renewables;2;;;3;;;;
feb-18;2018;2;Lithuania;EU Country;Wind;Renewables;58;;;197;;;;
feb-18;2018;2;Lithuania;EU Country;Waste;Waste;12;;;26;;;;
feb-18;2018;2;Luxembourg;EU Country;Demand;Demand;367;;;717;;;;
feb-18;2018;2;Luxembourg;EU Country;Production;Production;0;;;0;;;;
feb-18;2018;2;Luxembourg;EU Country;Net imports;Net imports;349;;;711;;;;
feb-18;2018;2;Luxembourg;EU Country;Statistical difference;Statistical difference;18;;;6;;;;
feb-18;2018;2;Netherlands;EU Country;Demand;Demand;9487;;;20068;;;;
feb-18;2018;2;Netherlands;EU Country;Production;Production;9288;;;18930;;;;
feb-18;2018;2;Netherlands;EU Country;Net imports;Net imports;-296;;;153;;;;
feb-18;2018;2;Netherlands;EU Country;Statistical difference;Statistical difference;494;;;985;;;;
feb-18;2018;2;Netherlands;EU Country;Gas;Fossil;5013;;;9897;;;;
feb-18;2018;2;Netherlands;EU Country;Hard Coal;Fossil;2748;;;5583;;;;
feb-18;2018;2;Netherlands;EU Country;Bioenergy;Renewables;11;;;24;;;;
feb-18;2018;2;Netherlands;EU Country;Solar;Renewables;169;;;230;;;;
feb-18;2018;2;Netherlands;EU Country;Wind;Renewables;950;;;2374;;;;
feb-18;2018;2;Netherlands;EU Country;Nuclear;Nuclear;327;;;689;;;;
feb-18;2018;2;Netherlands;EU Country;Waste;Waste;70;;;133;;;;
feb-18;2018;2;Poland;EU Country;Demand;Demand;14361;;;29774;;;;
feb-18;2018;2;Poland;EU Country;Production;Production;12667;;;26239;;;;
feb-18;2018;2;Poland;EU Country;Net imports;Net imports;430;;;1041;;;;
feb-18;2018;2;Poland;EU Country;Statistical difference;Statistical difference;1264;;;2494;;;;
feb-18;2018;2;Poland;EU Country;Gas;Fossil;753;;;1489;;;;
feb-18;2018;2;Poland;EU Country;Hard Coal;Fossil;7143;;;14002;;;;
feb-18;2018;2;Poland;EU Country;Lignite;Fossil;3663;;;7400;;;;
feb-18;2018;2;Poland;EU Country;Other fossil;Fossil;186;;;394;;;;
feb-18;2018;2;Poland;EU Country;Bioenergy;Renewables;141;;;220;;;;
feb-18;2018;2;Poland;EU Country;Hydro;Renewables;182;;;409;;;;
feb-18;2018;2;Poland;EU Country;Solar;Renewables;8;;;12;;;;
feb-18;2018;2;Poland;EU Country;Wind;Renewables;590;;;2312;;;;
feb-18;2018;2;Portugal;EU Country;Demand;Demand;4246;;;8946;;;;
feb-18;2018;2;Portugal;EU Country;Production;Production;4150;;;8816;;;;
feb-18;2018;2;Portugal;EU Country;Net imports;Net imports;44;;;20;;;;
feb-18;2018;2;Portugal;EU Country;Statistical difference;Statistical difference;51;;;110;;;;
feb-18;2018;2;Portugal;EU Country;Gas;Fossil;1134;;;2657;;;;
feb-18;2018;2;Portugal;EU Country;Hard Coal;Fossil;1023;;;2058;;;;
feb-18;2018;2;Portugal;EU Country;Other fossil;Fossil;29;;;136;;;;
feb-18;2018;2;Portugal;EU Country;Bioenergy;Renewables;222;;;378;;;;
feb-18;2018;2;Portugal;EU Country;Hydro;Renewables;538;;;982;;;;
feb-18;2018;2;Portugal;EU Country;Solar;Renewables;55;;;101;;;;
feb-18;2018;2;Portugal;EU Country;Wind;Renewables;1149;;;2505;;;;
feb-18;2018;2;Romania;EU Country;Demand;Demand;5284;;;10910;;;;
feb-18;2018;2;Romania;EU Country;Production;Production;5795;;;11781;;;;
feb-18;2018;2;Romania;EU Country;Net imports;Net imports;-511;;;-868;;;;
feb-18;2018;2;Romania;EU Country;Statistical difference;Statistical difference;1;;;-3;;;;
feb-18;2018;2;Romania;EU Country;Gas;Fossil;1144;;;2380;;;;
feb-18;2018;2;Romania;EU Country;Hard Coal;Fossil;110;;;261;;;;
feb-18;2018;2;Romania;EU Country;Lignite;Fossil;1484;;;3037;;;;
feb-18;2018;2;Romania;EU Country;Bioenergy;Renewables;34;;;71;;;;
feb-18;2018;2;Romania;EU Country;Hydro;Renewables;1268;;;2519;;;;
feb-18;2018;2;Romania;EU Country;Solar;Renewables;46;;;97;;;;
feb-18;2018;2;Romania;EU Country;Wind;Renewables;771;;;1441;;;;
feb-18;2018;2;Romania;EU Country;Nuclear;Nuclear;938;;;1973;;;;
feb-18;2018;2;Slovakia;EU Country;Demand;Demand;2511;;;5187;;;;
feb-18;2018;2;Slovakia;EU Country;Production;Production;2324;;;5014;;;;
feb-18;2018;2;Slovakia;EU Country;Net imports;Net imports;268;;;338;;;;
feb-18;2018;2;Slovakia;EU Country;Statistical difference;Statistical difference;-82;;;-165;;;;
feb-18;2018;2;Slovakia;EU Country;Gas;Fossil;122;;;256;;;;
feb-18;2018;2;Slovakia;EU Country;Hard Coal;Fossil;56;;;102;;;;
feb-18;2018;2;Slovakia;EU Country;Lignite;Fossil;126;;;261;;;;
feb-18;2018;2;Slovakia;EU Country;Other fossil;Fossil;337;;;702;;;;
feb-18;2018;2;Slovakia;EU Country;Bioenergy;Renewables;39;;;72;;;;
feb-18;2018;2;Slovakia;EU Country;Hydro;Renewables;325;;;849;;;;
feb-18;2018;2;Slovakia;EU Country;Other renewables;Renewables;25;;;53;;;;
feb-18;2018;2;Slovakia;EU Country;Solar;Renewables;20;;;33;;;;
feb-18;2018;2;Slovakia;EU Country;Wind;Renewables;0;;;0;;;;
feb-18;2018;2;Slovakia;EU Country;Nuclear;Nuclear;1274;;;2687;;;;
feb-18;2018;2;Slovenia;EU Country;Demand;Demand;1233;;;2521;;;;
feb-18;2018;2;Slovenia;EU Country;Production;Production;1208;;;2535;;;;
feb-18;2018;2;Slovenia;EU Country;Net imports;Net imports;20;;;-26;;;;
feb-18;2018;2;Slovenia;EU Country;Statistical difference;Statistical difference;5;;;12;;;;
feb-18;2018;2;Slovenia;EU Country;Gas;Fossil;38;;;76;;;;
feb-18;2018;2;Slovenia;EU Country;Lignite;Fossil;421;;;777;;;;
feb-18;2018;2;Slovenia;EU Country;Other fossil;Fossil;0;;;0;;;;
feb-18;2018;2;Slovenia;EU Country;Bioenergy;Renewables;6;;;14;;;;
feb-18;2018;2;Slovenia;EU Country;Hydro;Renewables;262;;;653;;;;
feb-18;2018;2;Slovenia;EU Country;Solar;Renewables;4;;;13;;;;
feb-18;2018;2;Slovenia;EU Country;Wind;Renewables;1;;;1;;;;
feb-18;2018;2;Slovenia;EU Country;Nuclear;Nuclear;467;;;984;;;;
feb-18;2018;2;Slovenia;EU Country;Waste;Waste;8;;;15;;;;
feb-18;2018;2;Spain;EU Country;Demand;Demand;21405;;;44118;;;;
feb-18;2018;2;Spain;EU Country;Production;Production;20733;;;42404;;;;
feb-18;2018;2;Spain;EU Country;Net imports;Net imports;857;;;2197;;;;
feb-18;2018;2;Spain;EU Country;Statistical difference;Statistical difference;-185;;;-483;;;;
feb-18;2018;2;Spain;EU Country;Gas;Fossil;3829;;;8184;;;;
feb-18;2018;2;Spain;EU Country;Hard Coal;Fossil;3171;;;5972;;;;
feb-18;2018;2;Spain;EU Country;Lignite;Fossil;351;;;627;;;;
feb-18;2018;2;Spain;EU Country;Other fossil;Fossil;242;;;505;;;;
feb-18;2018;2;Spain;EU Country;Bioenergy;Renewables;256;;;498;;;;
feb-18;2018;2;Spain;EU Country;Hydro;Renewables;2629;;;5155;;;;
feb-18;2018;2;Spain;EU Country;Other renewables;Renewables;65;;;136;;;;
feb-18;2018;2;Spain;EU Country;Solar;Renewables;723;;;1257;;;;
feb-18;2018;2;Spain;EU Country;Wind;Renewables;4670;;;9946;;;;
feb-18;2018;2;Spain;EU Country;Nuclear;Nuclear;4587;;;9679;;;;
feb-18;2018;2;Spain;EU Country;Waste;Waste;212;;;445;;;;
feb-18;2018;2;Sweden;EU Country;Demand;Demand;13805;;;28237;;;;
feb-18;2018;2;Sweden;EU Country;Production;Production;14788;;;30542;;;;
feb-18;2018;2;Sweden;EU Country;Net imports;Net imports;-920;;;-2230;;;;
feb-18;2018;2;Sweden;EU Country;Statistical difference;Statistical difference;-63;;;-75;;;;
feb-18;2018;2;Sweden;EU Country;Bioenergy;Renewables;1069;;;2161;;;;
feb-18;2018;2;Sweden;EU Country;Hydro;Renewables;6808;;;13684;;;;
feb-18;2018;2;Sweden;EU Country;Wind;Renewables;1116;;;2687;;;;
feb-18;2018;2;Sweden;EU Country;Nuclear;Nuclear;5794;;;12010;;;;
mar-18;2018;3;Austria;EU Country;Demand;Demand;5990;;;17593;;;;
mar-18;2018;3;Austria;EU Country;Production;Production;4153;;;13640;;;;
mar-18;2018;3;Austria;EU Country;Net imports;Net imports;1614;;;3171;;;;
mar-18;2018;3;Austria;EU Country;Statistical difference;Statistical difference;224;;;782;;;;
mar-18;2018;3;Austria;EU Country;Gas;Fossil;932;;;3306;;;;
mar-18;2018;3;Austria;EU Country;Hard Coal;Fossil;235;;;670;;;;
mar-18;2018;3;Austria;EU Country;Other fossil;Fossil;16;;;48;;;;
mar-18;2018;3;Austria;EU Country;Bioenergy;Renewables;229;;;677;;;;
mar-18;2018;3;Austria;EU Country;Hydro;Renewables;2004;;;6931;;;;
mar-18;2018;3;Austria;EU Country;Other renewables;Renewables;0;;;0;;;;
mar-18;2018;3;Austria;EU Country;Solar;Renewables;94;;;177;;;;
mar-18;2018;3;Austria;EU Country;Wind;Renewables;568;;;1615;;;;
mar-18;2018;3;Austria;EU Country;Waste;Waste;74;;;216;;;;
mar-18;2018;3;Belgium;EU Country;Demand;Demand;7957;;;23513;;;;
mar-18;2018;3;Belgium;EU Country;Production;Production;7133;;;21013;;;;
mar-18;2018;3;Belgium;EU Country;Net imports;Net imports;834;;;2478;;;;
mar-18;2018;3;Belgium;EU Country;Statistical difference;Statistical difference;-9;;;22;;;;
mar-18;2018;3;Belgium;EU Country;Gas;Fossil;1738;;;5079;;;;
mar-18;2018;3;Belgium;EU Country;Hard Coal;Fossil;0;;;0;;;;
mar-18;2018;3;Belgium;EU Country;Other fossil;Fossil;530;;;1524;;;;
mar-18;2018;3;Belgium;EU Country;Bioenergy;Renewables;193;;;680;;;;
mar-18;2018;3;Belgium;EU Country;Hydro;Renewables;29;;;76;;;;
mar-18;2018;3;Belgium;EU Country;Solar;Renewables;228;;;477;;;;
mar-18;2018;3;Belgium;EU Country;Wind;Renewables;598;;;1992;;;;
mar-18;2018;3;Belgium;EU Country;Nuclear;Nuclear;3642;;;10655;;;;
mar-18;2018;3;Belgium;EU Country;Waste;Waste;176;;;530;;;;
mar-18;2018;3;Bulgaria;EU Country;Demand;Demand;3524;;;10930;;;;
mar-18;2018;3;Bulgaria;EU Country;Production;Production;4113;;;12059;;;;
mar-18;2018;3;Bulgaria;EU Country;Net imports;Net imports;-564;;;-1057;;;;
mar-18;2018;3;Bulgaria;EU Country;Statistical difference;Statistical difference;-25;;;-73;;;;
mar-18;2018;3;Bulgaria;EU Country;Gas;Fossil;207;;;651;;;;
mar-18;2018;3;Bulgaria;EU Country;Hard Coal;Fossil;51;;;162;;;;
mar-18;2018;3;Bulgaria;EU Country;Lignite;Fossil;1487;;;4916;;;;
mar-18;2018;3;Bulgaria;EU Country;Bioenergy;Renewables;25;;;75;;;;
mar-18;2018;3;Bulgaria;EU Country;Hydro;Renewables;581;;;1142;;;;
mar-18;2018;3;Bulgaria;EU Country;Solar;Renewables;77;;;187;;;;
mar-18;2018;3;Bulgaria;EU Country;Wind;Renewables;119;;;371;;;;
mar-18;2018;3;Bulgaria;EU Country;Nuclear;Nuclear;1564;;;4546;;;;
mar-18;2018;3;Bulgaria;EU Country;Waste;Waste;3;;;9;;;;
mar-18;2018;3;Cyprus;EU Country;Demand;Demand;311;;;998;;;;
mar-18;2018;3;Cyprus;EU Country;Production;Production;326;;;1061;;;;
mar-18;2018;3;Cyprus;EU Country;Net imports;Net imports;0;;;0;;;;
mar-18;2018;3;Cyprus;EU Country;Statistical difference;Statistical difference;-15;;;-63;;;;
mar-18;2018;3;Cyprus;EU Country;Other fossil;Fossil;304;;;1004;;;;
mar-18;2018;3;Cyprus;EU Country;Wind;Renewables;21;;;57;;;;
mar-18;2018;3;Czech Republic;EU Country;Demand;Demand;6402;;;18550;;;;
mar-18;2018;3;Czech Republic;EU Country;Production;Production;7749;;;20926;;;;
mar-18;2018;3;Czech Republic;EU Country;Net imports;Net imports;-1295;;;-2247;;;;
mar-18;2018;3;Czech Republic;EU Country;Statistical difference;Statistical difference;-51;;;-129;;;;
mar-18;2018;3;Czech Republic;EU Country;Gas;Fossil;265;;;873;;;;
mar-18;2018;3;Czech Republic;EU Country;Hard Coal;Fossil;426;;;1240;;;;
mar-18;2018;3;Czech Republic;EU Country;Lignite;Fossil;3373;;;9103;;;;
mar-18;2018;3;Czech Republic;EU Country;Other fossil;Fossil;245;;;738;;;;
mar-18;2018;3;Czech Republic;EU Country;Bioenergy;Renewables;195;;;593;;;;
mar-18;2018;3;Czech Republic;EU Country;Hydro;Renewables;159;;;542;;;;
mar-18;2018;3;Czech Republic;EU Country;Other renewables;Renewables;201;;;590;;;;
mar-18;2018;3;Czech Republic;EU Country;Solar;Renewables;158;;;314;;;;
mar-18;2018;3;Czech Republic;EU Country;Wind;Renewables;58;;;160;;;;
mar-18;2018;3;Czech Republic;EU Country;Nuclear;Nuclear;2654;;;6736;;;;
mar-18;2018;3;Czech Republic;EU Country;Waste;Waste;15;;;36;;;;
mar-18;2018;3;Denmark;EU Country;Demand;Demand;3173;;;9210;;;;
mar-18;2018;3;Denmark;EU Country;Production;Production;3587;;;9816;;;;
mar-18;2018;3;Denmark;EU Country;Net imports;Net imports;-334;;;-385;;;;
mar-18;2018;3;Denmark;EU Country;Statistical difference;Statistical difference;-80;;;-221;;;;
mar-18;2018;3;Denmark;EU Country;Gas;Fossil;353;;;1157;;;;
mar-18;2018;3;Denmark;EU Country;Hard Coal;Fossil;1182;;;2761;;;;
mar-18;2018;3;Denmark;EU Country;Other fossil;Fossil;22;;;64;;;;
mar-18;2018;3;Denmark;EU Country;Bioenergy;Renewables;589;;;1673;;;;
mar-18;2018;3;Denmark;EU Country;Solar;Renewables;51;;;97;;;;
mar-18;2018;3;Denmark;EU Country;Wind;Renewables;1292;;;3756;;;;
mar-18;2018;3;Denmark;EU Country;Waste;Waste;98;;;308;;;;
mar-18;2018;3;Estonia;EU Country;Demand;Demand;841;;;2477;;;;
mar-18;2018;3;Estonia;EU Country;Production;Production;1149;;;3056;;;;
mar-18;2018;3;Estonia;EU Country;Net imports;Net imports;-295;;;-568;;;;
mar-18;2018;3;Estonia;EU Country;Statistical difference;Statistical difference;-14;;;-11;;;;
